company,product,typename,inches,opsys,price_euros,resolution_width,resolution_height,aspect_ratio,resolution_type,touchscreen,cpu_manufacturer,cpu_model,cpu_clock_speed_GHz,ram_gb,storage_capacity1,storage_capacity2,storage_type1,storage_type2,weight_kg,gpu_brand,gpu_model,total_pixels
HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,Windows 10,347,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3060,1.6,4,500,0,HDD,None,2.1,Intel HD Graphics,400,1049088
Google,Pixelbook (Core,Ultrabook,12.3,Chrome OS,2199,2400,1600,1.5,Touchscreen,Yes,Intel,Core i7 7Y75,1.3,16,512,0,SSD,None,1.1,Intel HD Graphics,615,3840000
Lenovo,ThinkPad T470s,Ultrabook,14,Windows 10,2382,2560,1440,1.777777778,Other,No,Intel,Core i7 7500U,2.7,24,512,0,SSD,None,1.32,Intel HD Graphics,620,3686400
Asus,VivoBook Max,Notebook,15.6,Linux,559,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,4,256,0,SSD,None,2,Intel HD Graphics,620,2073600
Lenovo,IdeaPad 320-15AST,Notebook,17.3,Windows 10,519,1600,900,1.777777778,Other,No,AMD,A6-Series 9220,2.5,8,1000,0,HDD,None,2.8,AMD Radeon R,4,1440000
Dell,Inspiron 5570,Notebook,15.6,Windows 10,749,1920,1080,1.777777778,Full HD,No,Intel,Core i5 8250U,1.6,4,256,0,SSD,None,2.2,AMD Radeon,530,2073600
Lenovo,ThinkPad X270,Ultrabook,12.5,Windows 10,1429,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.36,Intel HD Graphics,620,2073600
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Windows 10,349,1920,1080,1.777777778,Full HD,No,Intel,Pentium Quad Core N4200,1.1,4,128,0,SSD,None,2.2,Intel HD Graphics,505,2073600
HP,Omen 15-AX205na,Gaming,15.6,Windows 10,1099,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,8,128,1000,SSD,HDD,2.2,Nvidia GeForce GTX,1050,2073600
Dell,Latitude 5480,Notebook,14,Windows 10,1179,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7440HQ,2.8,8,256,0,SSD,None,1.64,Nvidia GeForce,930,2073600
Acer,Aspire ES1-572,Notebook,15.6,Linux,441.8,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,4,500,0,HDD,None,2.4,Intel HD Graphics,620,1049088
Dell,Precision 3520,Workstation,15.6,Windows 10,1993,1920,1080,1.777777778,Full HD,No,Intel,Xeon E3-1505M V6,3,8,64,1000,FlashStorage,HDD,2.23,Nvidia Quadro M,620,2073600
MSI,GV62 7RD-1686NL,Gaming,15.6,Windows 10,1027.74,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7300HQ,2.5,8,256,0,SSD,None,2.2,Nvidia GeForce GTX,1050,2073600
Microsoft,Surface Laptop,Ultrabook,13.5,Windows 10 S,2589,2256,1504,1.5,Touchscreen,Yes,Intel,Core i7 7660U,2.5,16,512,0,SSD,None,1.25,Intel Iris Plus Graphics,640,3393024
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,Windows 10,589,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,8,128,0,SSD,None,1.91,Intel HD Graphics,620,1049088
Dell,Precision 3520,Workstation,15.6,Windows 10,1975,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 6820HQ,2.7,16,256,0,SSD,None,2.17,Nvidia Quadro M,620,2073600
HP,ProBook 650,Workstation,15.6,Windows 10,1534,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7820HQ,2.9,8,512,0,SSD,None,2.31,Intel HD Graphics,620,2073600
Lenovo,ThinkPad T470,Notebook,14,Windows 10,1345,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.65,Intel HD Graphics,620,2073600
Dell,Inspiron 5570,Notebook,15.6,Windows 10,979,1920,1080,1.777777778,Full HD,No,Intel,Core i7 8550U,1.8,8,128,1000,SSD,HDD,2.36,AMD Radeon,530,2073600
Dell,Inspiron 3168,2 in 1 Convertible,11.6,Windows 10,479,1366,768,1.778645833,Touchscreen,Yes,Intel,Pentium Quad Core N3710,1.6,4,500,0,HDD,None,1.47,Intel HD Graphics,405,1049088
Dell,Alienware 17,Notebook,17.3,Windows 10,2046,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.7,8,1000,0,HDD,None,4.42,Nvidia GeForce GTX,1060,2073600
Microsoft,Surface Laptop,Ultrabook,13.5,Windows 10 S,989,2256,1504,1.5,Touchscreen,Yes,Intel,Core M m3-7Y30,2.2,4,128,0,SSD,None,1.252,Intel HD Graphics,615,3393024
Microsoft,Surface Laptop,Ultrabook,13.5,Windows 10 S,1799,2256,1504,1.5,Touchscreen,Yes,Intel,Core i7 7660U,2.5,8,256,0,SSD,None,1.25,Intel Iris Plus Graphics,640,3393024
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,Windows 10,639.9,1600,900,1.777777778,Other,No,Intel,Core i3 6006U,2,8,256,0,SSD,None,2.5,Intel HD Graphics,520,1440000
Acer,Aspire E5-576G,Notebook,15.6,Windows 10,544,1920,1080,1.777777778,Full HD,No,Intel,Core i3 6006U,2,4,1000,0,HDD,None,2.23,Nvidia GeForce,940,2073600
Acer,TravelMate B,Netbook,11.6,Windows 10,435,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3060,1.6,4,128,0,SSD,None,1.4,Intel HD Graphics,400,1049088
Asus,Pro P2540UA-AB51,Notebook,15.6,Windows 10,749,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,1000,0,HDD,None,2.37,Intel HD Graphics,620,2073600
Lenovo,IdeaPad 510s-14IKB,Notebook,14,No OS,799,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,8,512,0,SSD,None,1.5,AMD Radeon R,7,2073600
Lenovo,Thinkpad P51,Notebook,15.6,Windows 10,2090,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7820HQ,2.9,8,256,0,SSD,None,2.67,Nvidia Quadro M,2200,2073600
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,Windows 10,304,1366,768,1.778645833,Other,No,Intel,Pentium Quad Core N4200,1.1,4,500,0,HDD,None,2,Intel HD Graphics,500,1049088
Acer,Aspire 5,Notebook,15.6,Windows 10,469,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,4,500,0,HDD,None,2.2,Nvidia GeForce GTX,940,1049088
Dell,Inspiron 5570,Notebook,15.6,Windows 10,759,1920,1080,1.777777778,Full HD,No,Intel,Core i5 8250U,1.6,8,2000,0,HDD,None,2.02,AMD Radeon,530,2073600
HP,Omen 17-an006nv,Gaming,17.3,Windows 10,1699,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,12,1000,0,HDD,None,3.78,Nvidia GeForce GTX,1060,2073600
Lenovo,Thinkpad T460s,Ultrabook,14,Windows 10,1858,2560,1440,1.777777778,IPS Panel Quad HD,No,Intel,Core i7 6600U,2.6,12,256,0,SSD,None,1.4,Intel HD Graphics,520,3686400
HP,Spectre x360,2 in 1 Convertible,13.3,Windows 10,1999,3840,2160,1.777777778,IPS Panel,Yes,Intel,Core i7 8550U,1.8,8,512,0,SSD,None,1.29,Intel UHD Graphics,620,8294400
HP,ZBook 15u,Notebook,15.6,Windows 10,1154,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,500,0,HDD,None,1.9,AMD FirePro W,4190,2073600
Google,Pixelbook (Core,Ultrabook,12.3,Chrome OS,1275,2400,1600,1.5,Touchscreen,Yes,Intel,Core i5 7Y57,1.2,8,128,0,SSD,None,1.1,Intel HD Graphics,615,3840000
Dell,Latitude 7390,Ultrabook,13.3,Windows 10,1841.85,1920,1080,1.777777778,Full HD,Yes,Intel,Core i5 8250U,1.6,8,256,0,SSD,None,1.42,Intel UHD Graphics,620,2073600
Asus,ZenBook Pro,Notebook,15.6,Windows 10,1299,3840,2160,1.777777778,IPS Panel,No,Intel,Core i7 6700HQ,2.6,12,128,1000,SSD,HDD,2.06,Intel HD Graphics,530,8294400
Dell,Latitude E5470,Notebook,14,Windows 10,740,1366,768,1.778645833,Other,No,Intel,Core i3 6100U,2.3,8,128,0,SSD,None,1.79,Intel HD Graphics,520,1049088
Dell,Precision M5520,Workstation,15.6,Windows 10,2408,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,8,256,0,SSD,None,1.78,Nvidia Quadro M,1200,2073600
Lenovo,Thinkpad T470,Notebook,14,Windows 10,1364,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,180,0,SSD,None,1.7,Intel HD Graphics,620,2073600
Dell,Inspiron 3576,Notebook,15.6,Windows 10,675,1920,1080,1.777777778,Full HD,No,Intel,Core i5 8250U,1.6,8,1000,0,HDD,None,2.2,AMD Radeon,520,2073600
Toshiba,Portege X30-D-10J,Notebook,13.3,Windows 10,1672,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.05,Intel HD Graphics,620,2073600
Dell,Inspiron 7570,Notebook,15.6,Windows 10,1262,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 8550U,1.8,8,512,0,SSD,None,2.16,Nvidia GeForce,940,2073600
Dell,Vostro 3568,Notebook,15.6,Windows 10,586.6,1366,768,1.778645833,Other,No,Intel,Core i3 7100U,2.4,4,1000,0,HDD,None,2.18,Intel HD Graphics,620,1049088
HP,ProBook 430,Notebook,13.3,Windows 10,726,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,4,128,0,SSD,None,1.49,Intel UHD Graphics,620,2073600
Chuwi,"Lapbook 15,6",Notebook,15.6,Windows 10,248.9,1920,1080,1.777777778,Full HD,No,Intel,Atom x5-Z8350,1.44,4,64,0,FlashStorage,None,1.89,,,2073600
Lenovo,ThinkPad E570,Notebook,15.6,Windows 10,565,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,4,128,0,SSD,None,2.3,Intel HD Graphics,520,1049088
Lenovo,ThinkPad E480,Notebook,14,Windows 10,1049,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,8,256,0,SSD,None,1.75,Intel UHD Graphics,620,2073600
Dell,Precision 3520,Workstation,15.6,Windows 10,2338,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 6820HQ,2.7,16,512,0,SSD,None,2.17,Nvidia Quadro M,620,2073600
Dell,XPS 15,Notebook,15.6,Windows 10,1899,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,16,512,0,SSD,None,2.06,Nvidia GeForce GTX,1050,2073600
Lenovo,Thinkpad X270,Ultrabook,12.5,Windows 10,1798,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,16,512,0,SSD,None,1.36,Intel HD Graphics,620,2073600
Asus,Zenbook UX390UA,Ultrabook,12.5,Windows 10,1950,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,16,512,0,SSD,None,0.91,Intel HD Graphics,620,2073600
Lenovo,Thinkpad E570,Notebook,15.6,Windows 10,1011.99,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,2.3,Nvidia GeForce,940,2073600
Toshiba,Portege X30-D-10L,Ultrabook,13.3,Windows 10,2799,1920,1080,1.777777778,Full HD,Yes,Intel,Core i7 7500U,2.7,32,512,0,SSD,None,1.05,Intel HD Graphics,620,2073600
Asus,VivoBook Pro,Gaming,15.6,Windows 10,1350,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,8,128,1000,SSD,HDD,1.99,Nvidia GeForce GTX,1050,2073600
Acer,Aspire 5,Notebook,15.6,Windows 10,579,1366,768,1.778645833,Other,No,AMD,A10-Series 9620P,2.5,8,1000,0,HDD,None,2.2,AMD Radeon RX,540,1049088
Asus,Rog G752VL-UH71T,Gaming,17.3,Windows 10,1269,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i7 6700HQ,2.6,24,256,1000,SSD,HDD,4.33,Nvidia GeForce GTX,965,2073600
Lenovo,Thinkpad X260,Ultrabook,12.5,Windows 10,1099,1366,768,1.778645833,IPS Panel,No,Intel,Core i5 6200U,2.3,8,180,0,SSD,None,1.3,Intel HD Graphics,520,1049088
Lenovo,Ideapad 520-15IKBR,Notebook,15.6,Windows 10,898.9,1920,1080,1.777777778,Full HD,No,Intel,Core i7 8550U,1.8,8,256,0,SSD,None,2.17,Intel UHD Graphics,620,2073600
HP,EliteBook 840,Notebook,14,Windows 10,1749,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7600U,2.8,8,1000,0,SSD,None,1.48,Intel HD Graphics,620,2073600
Lenovo,ThinkPad 13,Notebook,13.3,Windows 10,949,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i3 7100U,2.4,8,256,0,SSD,None,1.4,Intel HD Graphics,620,2073600
Lenovo,ThinkPad L570,Notebook,15.6,Windows 10,911,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,2.3,Intel HD Graphics,620,2073600
Asus,VivoBook E201NA,Netbook,11.6,Windows 10 S,340,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3350,1.1,4,64,0,FlashStorage,None,1.2,Intel HD Graphics,500,1049088
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,Windows 10,618.99,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.91,AMD Radeon,520,1049088
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Windows 10,1599,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i5 8250U,1.6,8,256,0,SSD,None,1.4,Intel UHD Graphics,620,2073600
Lenovo,IdeaPad 320-14IAP,Notebook,14,Windows 10,299,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3350,1.1,4,500,0,HDD,None,2.1,Intel HD Graphics,500,1049088
Lenovo,Chromebook N23,Netbook,11.6,Chrome OS,265,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3060,1.6,4,16,0,SSD,None,1.25,Intel HD Graphics,400,1049088
Lenovo,ThinkPad 13,Notebook,13.3,Windows 10,949,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.44,Intel HD Graphics,620,2073600
Asus,ZenBook UX510UX-CN211T,Notebook,15.6,Windows 10,1224,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,8,256,1000,SSD,HDD,2,Intel HD Graphics,620,2073600
Acer,Aspire A515-51G-59QF,Notebook,15.6,Windows 10,613,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,4,1000,0,HDD,None,2.2,Nvidia GeForce MX,150,2073600
HP,Envy 13-AB002nv,Ultrabook,13.3,Windows 10,1323,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,8,512,0,SSD,None,1.34,Intel HD Graphics,620,2073600
Lenovo,Legion Y520-15IKBN,Gaming,15.6,No OS,1149,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,8,256,1000,SSD,HDD,2.4,Nvidia GeForce GTX,1060,2073600
Dell,XPS 13,Ultrabook,13.3,Windows 10,899,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i5 7200U,2.5,8,128,0,SSD,None,1.29,Intel HD Graphics,620,2073600
Acer,Aspire A515-51G,Notebook,15.6,Windows 10,639,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,4,500,0,HDD,None,2.2,Nvidia GeForce,940,2073600
Dell,Vostro 5568,Notebook,15.6,Windows 10,836,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,1000,0,HDD,None,2.18,Intel HD Graphics,620,2073600
Dell,Inspiron 5570,Notebook,15.6,Windows 10,1219.24,1920,1080,1.777777778,Full HD,No,Intel,Core i7 8550U,1.8,16,256,2000,SSD,HDD,2.2,AMD Radeon,530,2073600
Xiaomi,Mi Notebook,Notebook,15.6,No OS,1399.95,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 8550U,1.8,16,256,0,SSD,None,1.95,Nvidia GeForce MX,150,2073600
Asus,VivoBook E12,Netbook,11.6,Windows 10,245,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3350,1.1,2,32,0,FlashStorage,None,1.1,Intel HD Graphics,500,1049088
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,Windows 10,521.47,1366,768,1.778645833,Touchscreen,Yes,Intel,Core i5 8250U,1.6,4,1000,0,HDD,None,2.04,Intel UHD Graphics,620,1049088
Asus,ROG Zephyrus,Gaming,15.6,Windows 10,2968,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,24,512,0,SSD,None,2.24,Nvidia GeForce GTX,1080,2073600
HP,Probook 450,Notebook,15.6,Windows 10,889,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,2.04,Nvidia GeForce,930,2073600
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,Windows 10,1504,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,16,256,1000,SSD,HDD,3,Nvidia GeForce GTX,1050,2073600
Lenovo,Legion Y720-15IKB,Gaming,15.6,Windows 10,1399,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,8,256,1000,SSD,HDD,3.2,Nvidia GeForce GTX,1060,2073600
HP,Spectre X360,Ultrabook,13.3,Windows 10,1399,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,1.32,Intel HD Graphics,620,2073600
Dell,Latitude 5480,Notebook,14,Windows 10,1279.73,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7300U,2.6,8,256,0,SSD,None,1.64,Intel HD Graphics,620,2073600
HP,ProBook 440,Notebook,15.6,Windows 10,689,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,4,128,0,SSD,None,1.63,Intel HD Graphics,520,1049088
Dell,Inspiron 5770,Notebook,17.3,Linux,889,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,8,128,1000,SSD,HDD,2.8,AMD Radeon,530,2073600
Lenovo,ThinkPad L470,Notebook,14,Windows 7,1340,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6200U,2.3,8,256,0,SSD,None,2.02,Intel HD Graphics,520,2073600
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Windows 10,799,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,4,1000,0,HDD,None,2.2,Nvidia GeForce,920,2073600
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,No OS,459,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,8,2000,0,HDD,None,2.2,Nvidia GeForce,920,1049088
Dell,Inspiron 3567,Notebook,15.6,Windows 10,585,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,4,500,0,HDD,None,2.3,AMD Radeon R,5,2073600
Dell,Latitude 5580,Notebook,15.6,Windows 10,1377,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7440HQ,2.8,8,256,0,SSD,None,1.9,Intel HD Graphics,620,2073600
Dell,Alienware 17,Gaming,17.3,Windows 10,3012.77,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,16,128,1000,SSD,HDD,4.42,Nvidia GeForce GTX,1070,2073600
Toshiba,Satellite Pro,Notebook,15.6,Windows 10,860,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,8,500,0,HDD,None,2,Intel HD Graphics,620,2073600
Asus,Zenbook UX510UW-FI095T,Notebook,15.6,Windows 10,1299,3840,2160,1.777777778,IPS Panel,No,Intel,Core i7 7500U,2.7,8,256,1000,SSD,HDD,2,Nvidia GeForce GTX,960,8294400
Mediacom,SmartBook Edge,Notebook,13.3,Windows 10,369,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Celeron Quad Core N3450,1.1,4,32,0,SSD,None,1.2,Intel HD Graphics,500,2073600
Asus,ROG Strix,Gaming,15.6,Windows 10,1649,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7300HQ,2.5,8,128,1000,SSD,HDD,2.3,Nvidia GeForce GTX,1060,2073600
Dell,Latitude 5580,Notebook,15.6,Windows 10,1369,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7600U,2.8,8,256,0,SSD,None,1.93,Nvidia GeForce,930,2073600
Dell,Inspiron 5570,Notebook,15.6,Windows 10,797.41,1920,1080,1.777777778,Full HD,No,Intel,Core i5 8250U,1.6,8,256,0,SSD,None,2.2,AMD Radeon,530,2073600
HP,250 G6,Notebook,15.6,Windows 10,398.99,1920,1080,1.777777778,Full HD,No,Intel,Pentium Quad Core N3710,1.6,4,256,0,SSD,None,1.86,Intel HD Graphics,405,2073600
HP,Omen 15-ce006nv,Gaming,17.3,Windows 10,1799,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,12,1000,0,HDD,None,2.62,Nvidia GeForce GTX,1060,2073600
Lenovo,Thinkpad E470,Notebook,14,Windows 10,859,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,1.87,Nvidia GeForce,940,2073600
Dell,XPS 13,Ultrabook,13.3,Windows 10,1399,3200,1800,1.777777778,Quad HD,Yes,Intel,Core i7 8550U,1.8,8,256,0,SSD,None,1.2,Intel UHD Graphics,620,5760000
Dell,Vostro 5468,Notebook,14,Windows 10,735.87,1920,1080,1.777777778,Full HD,No,Intel,Core i3 6006U,2,4,128,0,SSD,None,1.6,Intel HD Graphics,520,2073600
HP,Envy 13-AB020nr,Ultrabook,13.3,Windows 10,1145,3200,1800,1.777777778,IPS Panel Quad HD,No,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,1.34,Intel HD Graphics,620,5760000
Acer,Aspire 7,Gaming,15.6,Linux,798,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7300HQ,2.5,8,1000,0,HDD,None,2.4,Nvidia GeForce GTX,1050,2073600
Asus,VivoBook X540YA-XX519T,Notebook,15.6,Windows 10,349,1366,768,1.778645833,Other,No,AMD,E-Series 7110,1.8,4,500,0,HDD,None,2,AMD Radeon R,2,1049088
HP,ProBook 450,Notebook,15.6,Windows 10,705.5,1920,1080,1.777777778,Full HD,No,Intel,Core i3 7100U,2.4,4,128,0,SSD,None,2.1,Intel HD Graphics,620,2073600
Lenovo,ThinkPad E470,Notebook,14,Windows 10,785,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,4,500,0,HDD,None,1.87,Intel HD Graphics,620,2073600
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,No OS,462.35,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6200U,2.3,4,1000,0,HDD,None,2.15,Intel HD Graphics,520,2073600
HP,250 G6,Notebook,15.6,Windows 10,397,1920,1080,1.777777778,Full HD,No,Intel,Core i3 6006U,2,4,500,0,HDD,None,1.86,Intel HD Graphics,520,2073600
Lenovo,ThinkPad T570,Notebook,15.6,Windows 10,1729,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,8,512,0,SSD,None,1.99,Intel HD Graphics,620,2073600
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Windows 10,499,1920,1080,1.777777778,Full HD,No,Intel,Core i3 6006U,2,4,128,0,SSD,None,2.2,Intel HD Graphics,520,2073600
Dell,Latitude 5580,Notebook,15.6,Windows 10,1116.99,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.9,Intel HD Graphics,620,2073600
Dell,Alienware 17,Gaming,17.3,Windows 10,2699,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,16,256,1000,SSD,HDD,4.42,Nvidia GeForce GTX,1070,2073600
HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,Windows 10,544.15,1600,900,1.777777778,Other,No,Intel,Core i3 6006U,2,8,1000,0,HDD,None,2.65,Intel HD Graphics,520,1440000
HP,ProBook 470,Notebook,17.3,Windows 10,1280,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,8,1000,0,HDD,None,2.63,Nvidia GeForce,930,2073600
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,Linux,224,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3350,1.1,4,500,0,HDD,None,2,Intel HD Graphics,500,1049088
Mediacom,SmartBook 130,Notebook,13.3,Windows 10,255,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Atom x5-Z8350,1.44,4,32,0,FlashStorage,None,1.35,,,2073600
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Windows 10,949,1600,900,1.777777778,Other,No,Intel,Core i7 7500U,2.7,6,128,1000,SSD,HDD,2.8,Nvidia GeForce,940,1440000
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,Windows 10,568.9,1920,1080,1.777777778,IPS Panel Full HD,No,AMD,A10-Series A10-9620P,2.5,6,128,0,SSD,None,1.91,AMD Radeon,530,2073600
Dell,Vostro 3568,Notebook,15.6,Windows 10,617.9,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,4,1000,0,HDD,None,2.18,AMD Radeon R,5,1049088
Acer,Spin SP111-31,2 in 1 Convertible,11.6,Windows 10,349,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Celeron Dual Core N3350,2,4,32,0,FlashStorage,None,1.25,Intel HD Graphics,500,2073600
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,Windows 10,630,1920,1080,1.777777778,Full HD,No,Intel,Core i3 7130U,2.7,4,128,0,SSD,None,2.05,Intel HD Graphics,620,2073600
HP,EliteBook 1030,Ultrabook,13.3,Windows 10,1965,3200,1800,1.777777778,IPS Panel Quad HD,Yes,Intel,Core M 6Y75,1.2,16,512,0,SSD,None,1.16,Intel HD Graphics,515,5760000
Lenovo,Thinkpad P71,Notebook,17.3,Windows 10,2999,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,8,256,0,SSD,None,3.4,Nvidia Quadro M,620,2073600
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,Windows 10,839,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7300HQ,2.5,8,128,1000,SSD,HDD,2.5,Nvidia GeForce GTX,1050,2073600
Dell,XPS 13,Ultrabook,13.3,Windows 10,1599,3840,2160,1.777777778,IPS Panel,Yes,Intel,Core i5 8250U,1.6,8,128,0,SSD,None,1.21,Intel UHD Graphics,620,8294400
Dell,Latitude 5580,Notebook,15.6,Windows 10,959,1366,768,1.778645833,Other,No,Intel,Core i5 7300U,2.6,4,500,0,HDD,None,1.93,Intel HD Graphics,620,1049088
Fujitsu,Lifebook A557,Notebook,15.6,Windows 10,739,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,8,1000,0,HDD,None,2.2,Intel HD Graphics,620,1049088
